case_id,detective_name,rank,season,episode,crime_type,borough,case_status,arrests_made,cases_solved,hours_worked,annual_salary_usd,perpetrator_age,nine_nine_quote,date_clean
99-1715,"Raymond Holt",Captain,8,S08E02,MURDER,"STATEN  ISLAND",DISMISSED,12,44,37.7,0,64,"Cool cool cool cool cool",2021-04-20
99-1716,"Terry Jeffords",Sergeant,7,S07E06,ASSAULT,BROOKLYN,CLOSED,22,94,25.7,97732,19,,2015-03-25
99-1717,"Gina Linetti",Administrator,6,S06E22,FRAUD,BROOKLYN,OPEN,46,60,53.3,99133,15,,2021-01-21
99-1719,"Raymond Holt",Captain,1,S01E22,BURGLARY,QUEENS,ONGOING,27,64,23,72324,70,,2015-05-02
99-1722,"Raymond Holt",Captain,6,S06E16,FRAUD,BROOKLYN,CLOSED,16,2,48.6,65058,46,,2020-10-27
99-1725,"Jake Peralta",Detective,8,S08E01,BURGLARY,QUEENS,OPEN,38,18,71.4,NULL,64,"I am a human person",2015-08-17
99-1726,"Rosa Diaz",Detective,1,S01E13,BURGLARY,BRONX,DISMISSED,8,33,36.1,0,73,,2020-10-07
99-1727,"Terry Jeffords",Sergeant,3,S03E04,"GRAND LARCENY",QUEENS,DISMISSED,13,16,62,NULL,32,"I want to go to there",2015-06-20
99-1728,"Jake Peralta",Detective,4,S04E08,VANDALISM,"STATEN  ISLAND",OPEN,17,47,70.1,62021,51,Noice,2014-03-03
99-1729,"Rosa Diaz",Detective,1,S01E04,ARSON,BROOKLYN,CLOSED,47,76,65.9,115890,61,,NULL
99-1731,"Raymond Holt",Captain,8,S08E16,"DRUG POSSESSION","STATEN  ISLAND",DISMISSED,7,67,64.4,82641,48,Noice,NULL
99-1732,"Terry Jeffords",Sergeant,8,S08E07,MURDER,MANHATTAN,OPEN,22,2,71.3,92458,18,,2018-01-30
99-1733,"Rosa Diaz",Detective,6,S06E02,ASSAULT,QUEENS,DISMISSED,33,21,38.8,70000,27,"Halloween Heist Champion",2021-06-08
99-1734,"Amy Santiago",Detective,8,S08E03,"GRAND LARCENY",BROOKLYN,OPEN,14,53,61.4,67615,19,,2021-01-30
99-1735,NULL,Detective,8,S08E16,STALKING,QUEENS,"COLD CASE",6,90,52.7,83320,24,,2016-11-20
99-1736,NULL,Detective,7,S07E19,VANDALISM,BRONX,"COLD CASE",43,32,47.9,92751,53,Bingpot!,2019-06-16
99-1737,"Raymond Holt",Captain,4,S04E08,MURDER,BROOKLYN,ONGOING,44,57,60.4,78595,49,Nine-Nine!,NULL
99-1738,"Raymond Holt",Captain,3,S03E12,"GRAND LARCENY",BRONX,"UNDER INVESTIGATION",50,50,75,113993,24,Nine-Nine!,2020-11-17
99-1741,NULL,Detective,5,S05E08,ASSAULT,BRONX,"COLD CASE",48,10,69.2,98945,18,,2014-11-15
99-1744,"Norm Scully",Detective,2,S02E02,BURGLERY,MANHATTAN,"COLD CASE",17,53,23.5,81917,60,,NULL
99-1745,"Gina Linetti",Administrator,8,S08E03,BURGLERY,MANHATTAN,CLOSED,29,79,27.3,86156,66,"I am a human person",NULL
99-1746,NULL,Detective,3,S03E10,"GRAND LARCENY",BROOKLYN,"IN PROGRESS",11,49,77.8,83640,22,,2018-06-05
99-1747,"Jake Peralta",Detective,5,S05E10,ASSAULT,MANHATTAN,"COLD CASE",8,5,29.8,103507,45,,2013-02-13
99-1748,"Jake Peralta",Detective,1,S01E12,VANDALISM,QUEENS,DISMISSED,18,96,61.8,90285,24,"Halloween Heist Champion",2014-08-08
99-1749,"Gina Linetti",Administrator,5,S05E19,ASSAULT,MANHATTAN,DISMISSED,47,21,60.7,0,50,,2019-07-03
99-1751,"Terry Jeffords",Sergeant,1,S01E15,VANDALISM,BROOKLYN,OPEN,4,38,50,91225,50,,2015-06-15
99-1752,"Jake Peralta",Detective,5,S05E06,BURGLARY,"STATEN  ISLAND","COLD CASE",13,19,51.4,79264,24,,2021-03-19
99-1753,NULL,Detective,6,S06E09,ARSON,QUEENS,DISMISSED,1,50,73,75400,72,,2021-12-27
99-1754,"Raymond Holt",Captain,3,S03E15,STALKING,MANHATTAN,"UNDER INVESTIGATION",4,6,31.8,NULL,48,,2014-08-31
99-1755,"Gina Linetti",Administrator,1,S01E06,"GRAND LARCENY",QUEENS,"UNDER INVESTIGATION",19,86,78.8,94895,40,,2016-12-15
99-1757,"Raymond Holt",Captain,2,S02E16,ASSAULT,BRONX,ONGOING,33,63,60.1,NULL,16,Bingpot!,2018-08-02
99-1759,"Raymond Holt",Captain,6,S06E13,FRAUD,MANHATTAN,"UNDER INVESTIGATION",31,15,71.1,80393,51,,2013-02-19
99-1760,"Terry Jeffords",Sergeant,3,S03E09,STALKING,QUEENS,DISMISSED,50,7,63.5,109753,19,Noice,2015-01-12
99-1763,"Charles Boyle",Detective,4,S04E05,BURGLERY,QUEENS,DISMISSED,47,5,24.6,115591,31,"Title of your sex tape",2018-11-01
99-1765,"Michael Hitchcock",Detective,3,S03E12,BURGLARY,"STATEN  ISLAND","IN PROGRESS",40,65,68.2,111963,73,"The squad has arrived",2015-09-26
99-1766,"Gina Linetti",Administrator,8,S08E20,ASSAULT,QUEENS,"COLD CASE",31,1,23.7,84014,22,,NULL
99-1767,"Norm Scully",Detective,2,S02E15,ROBERRY,BRONX,CLOSED,0,9,46.5,80719,29,,2015-08-05
99-1768,"Rosa Diaz",Detective,4,S04E03,ARSON,"STATEN  ISLAND","UNDER INVESTIGATION",31,72,31,64230,46,,2014-06-16
99-1769,"Gina Linetti",Administrator,5,S05E03,VANDALISM,BRONX,"COLD CASE",14,91,31,NULL,32,Nine-Nine!,2014-01-10
99-1770,"Amy Santiago",Detective,3,S03E05,MURDER,QUEENS,"COLD CASE",7,54,30.6,65070,65,,2015-07-08
99-1772,NULL,Detective,6,S06E04,ROBBERY,BRONX,OPEN,10,67,36,NULL,53,,2013-11-04
99-1773,"Terry Jeffords",Sergeant,2,S02E07,"DRUG POSSESSION",BROOKLYN,ONGOING,41,83,50.8,56292,21,,2017-01-06
99-1775,"Gina Linetti",Administrator,7,S07E16,ROBERRY,MANHATTAN,"UNDER INVESTIGATION",42,69,75.8,55244,63,,2018-09-12
99-1776,"Charles Boyle",Detective,6,S06E18,"DRUG POSSESSION",MANHATTAN,OPEN,49,5,20.7,NULL,41,,2020-10-10
99-1777,"Rosa Diaz",Detective,2,S02E02,"DRUG  POSSESSION",BRONX,OPEN,10,91,21.6,115038,33,Bingpot!,2016-08-26
99-1778,"Amy Santiago",Detective,8,S08E22,STALKING,QUEENS,OPEN,26,28,43.8,NULL,35,Nine-Nine!,2013-06-02
99-1779,"Raymond Holt",Captain,6,S06E05,VANDALISME,BRONX,"COLD CASE",40,93,24.4,76493,59,,2013-03-24
99-1781,NULL,Detective,2,S02E21,ROBBERY,"STATEN  ISLAND","UNDER INVESTIGATION",8,28,21.3,70501,46,Bingpot!,2018-03-30
99-1783,"Michael Hitchcock",Administrator,5,S05E22,VANDALISM,BROOKLYN,"IN PROGRESS",22,89,56.2,NULL,16,Bingpot!,2015-11-18
99-1784,"Gina Linetti",Administrator,3,S03E07,STALKING,BROOKLYN,DISMISSED,37,29,68.9,82197,53,,2021-10-09
99-1785,"Jake Peralta",Detective,1,S01E11,ASSAULT,BRONX,ONGOING,12,63,22.9,64950,45,,NULL
99-1786,"Rosa Diaz",Detective,2,S02E16,BURGLERY,QUEENS,"COLD CASE",6,40,44,112697,52,,2013-06-11
99-1788,"Gina Linetti",Administrator,5,S05E22,BURGLARY,QUEENS,"COLD CASE",7,64,76,NULL,72,,2015-07-13
99-1789,"Terry Jeffords",Sergeant,4,S04E02,ARSON,QUEENS,OPEN,44,4,37.1,0,39,Nine-Nine!,2018-12-30
99-1790,"Raymond Holt",Captain,4,S04E08,MURDER,MANHATTAN,DISMISSED,4,93,27.4,64944,41,"The squad has arrived",2014-06-15
99-1793,"Terry Jeffords",Sergeant,3,S03E08,ARSON,BROOKLYN,CLOSED,19,35,73,105168,40,,NULL
99-1794,"Amy Santiago",Detective,6,S06E14,STALKING,QUEENS,OPEN,20,69,67.7,98815,39,,2013-09-17
99-1795,"Rosa Diaz",Detective,1,S01E17,STALKING,MANHATTAN,OPEN,28,50,20.7,71812,71,,2020-05-01
99-1798,NULL,Detective,5,S05E19,BURGLARY,BRONX,CLOSED,18,64,47.3,86934,15,,2013-09-17
99-1800,"Terry Jeffords",Sergeant,1,S01E04,STALKING,BRONX,"COLD CASE",18,93,46,NULL,42,"I want to go to there",2013-05-10
99-1801,"Gina Linetti",Administrator,3,S03E16,ROBERRY,BROOKLYN,"COLD CASE",4,35,78.7,63982,74,"Title of your sex tape",2017-06-20
99-1803,"Raymond Holt",Captain,1,S01E03,BURGLARY,"STATEN  ISLAND","COLD CASE",13,47,27.7,NULL,27,,2015-03-23
99-1804,"Jake Peralta",Detective,8,S08E23,STALKING,"STATEN  ISLAND",DISMISSED,3,51,54.7,NULL,31,,2016-11-06
99-1806,"Gina Linetti",Administrator,5,S05E13,ARSON,BROOKLYN,OPEN,34,97,21.6,80226,59,,2019-02-24
99-1808,"Terry Jeffords",Sergeant,7,S07E10,ARSON,MANHATTAN,"UNDER INVESTIGATION",16,9,38.7,61944,17,"I am a human person",2015-10-29
99-1810,"Gina Linetti",Administrator,3,S03E16,"DRUG  POSSESSION",MANHATTAN,DISMISSED,16,7,40.3,67402,53,,2018-05-20
99-1812,"Amy Santiago",Detective,1,S01E03,VANDALISM,QUEENS,CLOSED,16,13,65.4,74695,61,"I want to go to there",2014-02-14
99-1814,"Jake Peralta",Detective,5,S05E09,"GRAND LARCENY",QUEENS,CLOSED,33,63,76.1,NULL,51,"Halloween Heist Champion",2014-08-23
99-1816,"Rosa Diaz",Detective,4,S04E06,ROBBERY,BRONX,CLOSED,47,29,49,107868,56,Noice,2020-09-20
99-1817,"Rosa Diaz",Detective,6,S06E18,BURGLARY,BROOKLYN,CLOSED,28,28,37.4,88304,38,,2018-07-05
99-1819,"Amy Santiago",Detective,8,S08E21,BURGLERY,QUEENS,OPEN,32,26,34.7,NULL,64,,2014-06-03
99-1820,"Rosa Diaz",Detective,2,S02E06,FRAUD,MANHATTAN,OPEN,40,2,66.6,55737,19,,2018-04-16
99-1821,"Raymond Holt",Captain,4,S04E08,ASSAULT,MANHATTAN,OPEN,2,37,55.7,106641,71,,2015-01-06
99-1822,"Rosa Diaz",Detective,4,S04E01,MURDER,QUEENS,"COLD CASE",7,9,44.1,112863,58,,2020-02-12
99-1823,"Amy Santiago",Detective,1,S01E02,ARSON,BROOKLYN,"COLD CASE",15,81,46,57936,60,"I am a human person",2014-05-13
99-1824,"Gina Linetti",Administrator,5,S05E08,FRAUD,MANHATTAN,"COLD CASE",46,49,53.8,81267,61,,2014-12-12
99-1826,"Charles Boyle",Detective,5,S05E20,"DRUG POSESSION",BROOKLYN,OPEN,5,50,72.9,NULL,28,,2017-04-02
99-1829,NULL,Detective,2,S02E01,ROBERRY,BRONX,DISMISSED,43,25,25.5,79910,54,,2014-03-03
99-1830,"Gina Linetti",Administrator,7,S07E17,STALKING,BRONX,CLOSED,38,27,61,59357,46,,2016-07-30
99-1831,"Norm Scully",Detective,1,S01E07,"DRUG  POSSESSION",QUEENS,CLOSED,46,23,29.5,82111,48,,2014-10-26
99-1832,"Michael Hitchcock",Detective,8,S08E20,VANDALISME,"STATEN  ISLAND","UNDER INVESTIGATION",28,77,43.4,63820,70,,2020-05-07
99-1834,"Terry Jeffords",Sergeant,6,S06E12,BURGLARY,MANHATTAN,OPEN,4,59,54.7,111041,20,,2014-01-02
99-1835,"Terry Jeffords",Sergeant,4,S04E08,"DRUG POSSESSION",BRONX,"UNDER INVESTIGATION",22,42,21,NULL,62,,2020-09-08
99-1836,"Rosa Diaz",Detective,2,S02E20,ASSAULT,"STATEN  ISLAND","COLD CASE",43,20,54.9,66932,56,,2015-05-24
99-1839,"Amy Santiago",Detective,5,S05E21,ARSON,"STATEN  ISLAND",DISMISSED,18,25,31.8,65221,28,"The squad has arrived",2014-02-01
99-1840,"Terry Jeffords",Sergeant,1,S01E11,VANDALISM,"STATEN  ISLAND",DISMISSED,6,50,41.1,111378,57,"Get that bread",2013-04-19
99-1841,NULL,Detective,7,S07E05,ASSAULT,MANHATTAN,OPEN,9,83,52.5,106977,56,,2017-03-29
99-1842,"Raymond Holt",Captain,6,S06E15,"GRAND LARCENY",BRONX,DISMISSED,25,45,59.6,101750,62,,2017-05-12
99-1844,"Amy Santiago",Detective,3,S03E10,MURDER,"STATEN  ISLAND",CLOSED,2,89,45.6,119032,47,,NULL
99-1847,"Charles Boyle",Detective,7,S07E02,"DRUG  POSSESSION",BROOKLYN,"UNDER INVESTIGATION",19,71,37.4,102594,26,,2018-01-31
99-1850,NULL,Detective,2,S02E11,ARSON,MANHATTAN,DISMISSED,22,65,27.7,96370,31,,2016-04-29
99-1852,"Norm Scully",Detective,3,S03E19,MURDER,BRONX,CLOSED,1,39,20.2,NULL,21,,2015-01-21
99-1853,"Amy Santiago",Detective,8,S08E04,"GRAND LARCENY",BROOKLYN,"COLD CASE",2,74,71,82694,16,"Get that bread",2019-09-12
99-1857,"Charles Boyle",Detective,4,S04E22,MURDER,BROOKLYN,OPEN,19,14,25.5,106212,58,Noice,2018-05-03
99-1859,"Jake Peralta",Detective,7,S07E19,STALKING,"STATEN  ISLAND",DISMISSED,35,99,45.1,83385,49,,2018-10-16
99-1860,"Michael Hitchcock",Detective,8,S08E10,"DRUG  POSSESSION","STATEN  ISLAND","IN PROGRESS",16,80,42,83898,62,,2016-12-11
99-1861,"Gina Linetti",Administrator,3,S03E08,"DRUG POSSESSION",QUEENS,"IN PROGRESS",48,20,49.5,NULL,34,,2021-07-28
99-1864,"Raymond Holt",Captain,4,S04E18,STALKING,QUEENS,OPEN,45,42,42.5,111724,24,Noice,2018-10-13
99-1866,"Terry Jeffords",Sergeant,7,S07E16,FRAUD,"STATEN  ISLAND","COLD CASE",12,42,40.6,114843,20,,2014-06-09
99-1867,"Jake Peralta",Detective,8,S08E15,ASSAULT,BROOKLYN,OPEN,3,97,30.9,107697,28,,2013-10-14
99-1868,"Amy Santiago",Detective,4,S04E22,ASSAULT,BRONX,"COLD CASE",24,14,44,0,42,,2014-03-15
99-1870,"Norm Scully",Detective,3,S03E11,"DRUG POSESSION",BROOKLYN,"COLD CASE",41,15,79.4,107266,42,,2013-02-10
99-1871,"Raymond Holt",Captain,3,S03E17,"DRUG  POSSESSION",BROOKLYN,OPEN,47,19,65.2,102908,60,,2020-12-12
99-1872,"Michael Hitchcock",Detective,5,S05E08,BURGLARY,BRONX,"UNDER INVESTIGATION",21,89,61.9,0,57,,2016-04-21
99-1873,NULL,Detective,5,S05E15,ROBBERY,QUEENS,CLOSED,26,60,73.4,0,22,,2016-11-07
99-1874,"Rosa Diaz",Detective,3,S03E15,BURGLARY,MANHATTAN,DISMISSED,30,91,73.7,93225,17,,2013-02-20
99-1875,"Charles Boyle",Detective,7,S07E06,BURGLERY,BROOKLYN,"COLD CASE",8,35,46.7,63683,47,,2018-04-04
99-1876,"Terry Jeffords",Sergeant,2,S02E02,MURDER,QUEENS,DISMISSED,37,20,42.5,102099,72,,2020-11-27
99-1877,"Terry Jeffords",Sergeant,3,S03E16,ROBBERY,BROOKLYN,CLOSED,20,70,42.6,87831,33,,2018-08-14
99-1879,"Terry Jeffords",Sergeant,4,S04E03,MURDER,MANHATTAN,"COLD CASE",9,25,31.9,60495,20,,2015-03-15
99-1880,"Raymond Holt",Captain,8,S08E05,ASSAULT,BRONX,"COLD CASE",25,92,79.4,NULL,32,,2017-05-29
99-1881,"Gina Linetti",Administrator,7,S07E16,"GRAND LARCENY",MANHATTAN,"IN PROGRESS",41,60,34.2,100312,33,Noice,2014-07-31
99-1882,"Jake Peralta",Detective,8,S08E05,ROBBERY,BROOKLYN,"COLD CASE",3,83,52.4,64464,36,,2019-01-22
99-1883,NULL,Detective,3,S03E03,ARSON,QUEENS,OPEN,3,43,37.7,NULL,70,,2013-07-14
99-1885,"Gina Linetti",Administrator,6,S06E23,VANDALISM,MANHATTAN,"COLD CASE",32,76,74.4,NULL,50,,2019-07-01
99-1886,"Jake Peralta",Detective,1,S01E07,ASSAULT,BRONX,"UNDER INVESTIGATION",42,81,71.1,106905,43,"Cool cool cool cool cool",2014-10-23
99-1887,"Gina Linetti",Administrator,7,S07E01,"DRUG  POSSESSION",BRONX,CLOSED,16,64,27.6,56914,20,,2020-04-02
99-1888,"Jake Peralta",Detective,8,S08E02,BURGLARY,QUEENS,"COLD CASE",33,96,23.7,102932,64,,2017-01-21
99-1889,"Terry Jeffords",Sergeant,6,S06E03,BURGLERY,BROOKLYN,"COLD CASE",10,35,25.7,NULL,37,,2014-11-29
99-1890,"Amy Santiago",Detective,6,S06E13,ARSON,BRONX,CLOSED,28,40,27.3,NULL,41,Bingpot!,2013-06-17
99-1891,"Raymond Holt",Captain,3,S03E05,MURDER,QUEENS,CLOSED,33,72,60.6,95842,32,,2019-07-29
99-1892,"Amy Santiago",Detective,8,S08E01,ROBBERY,BRONX,DISMISSED,47,11,25.1,62981,48,,NULL
99-1893,"Raymond Holt",Captain,6,S06E06,VANDALISME,"STATEN  ISLAND",CLOSED,18,7,40.9,NULL,59,,2020-06-05
99-1895,"Terry Jeffords",Sergeant,2,S02E22,MURDER,"STATEN  ISLAND",OPEN,11,45,62.4,NULL,63,,2019-08-28
99-1896,"Jake Peralta",Detective,5,S05E06,MURDER,"STATEN  ISLAND",ONGOING,33,46,76.9,117778,21,"I want to go to there",2021-09-01
99-1897,"Rosa Diaz",Detective,5,S05E08,"GRAND LARCENY",BROOKLYN,OPEN,18,61,40.1,94129,41,,2020-01-16
99-1898,NULL,Detective,1,S01E19,ARSON,QUEENS,OPEN,39,21,70.3,102767,65,,2021-11-29
99-1899,"Gina Linetti",Administrator,1,S01E20,"DRUG POSSESSION",BRONX,DISMISSED,20,87,63.7,NULL,75,,2013-06-17
99-1900,"Gina Linetti",Administrator,2,S02E15,VANDALISM,MANHATTAN,CLOSED,31,30,48.3,99754,28,,NULL
99-1901,"Jake Peralta",Detective,6,S06E22,"DRUG POSESSION",BROOKLYN,CLOSED,33,41,23.4,119038,75,"Get that bread",2016-05-18
99-1902,"Amy Santiago",Detective,1,S01E21,ASSAULT,MANHATTAN,OPEN,49,62,21.1,NULL,48,,2021-02-27
99-1903,"Michael Hitchcock",Captain,3,S03E06,VANDALISM,BRONX,CLOSED,43,9,27.5,NULL,31,,2021-02-23
99-1904,"Amy Santiago",Detective,4,S04E23,FRAUD,BROOKLYN,"COLD CASE",18,60,27.8,107591,32,,2020-11-23
99-1905,"Gina Linetti",Administrator,6,S06E04,ARSON,BROOKLYN,CLOSED,47,10,53.9,118804,58,Noice,2013-06-24
99-1906,"Raymond Holt",Captain,5,S05E12,BURGLARY,MANHATTAN,"COLD CASE",32,92,38.6,103973,28,,2019-04-19
99-1907,"Terry Jeffords",Sergeant,4,S04E17,BURGLARY,BROOKLYN,"COLD CASE",2,26,71.4,94625,16,,2016-04-01
99-1908,"Charles Boyle",Detective,6,S06E12,ROBBERY,MANHATTAN,"UNDER INVESTIGATION",16,55,62.4,80423,59,,2013-11-01
99-1909,"Jake Peralta",Detective,1,S01E04,"DRUG POSESSION",BRONX,OPEN,30,20,71.6,NULL,64,,2018-04-29
99-1910,"Raymond Holt",Captain,7,S07E19,VANDALISM,BROOKLYN,DISMISSED,8,10,70.4,88316,26,"I am a human person",2016-07-03
99-1911,"Amy Santiago",Detective,2,S02E07,STALKING,BRONX,"COLD CASE",4,21,27.1,103278,57,,2017-05-28
99-1913,"Amy Santiago",Detective,3,S03E02,ARSON,MANHATTAN,OPEN,24,50,77.1,111450,55,,2019-10-11
99-1914,"Terry Jeffords",Sergeant,2,S02E05,"GRAND LARCENY",QUEENS,CLOSED,11,93,28.9,75082,25,,2021-01-20
99-1916,"Michael Hitchcock",Detective,6,S06E09,"GRAND LARCENY",BRONX,ONGOING,42,64,63.3,90218,42,,2018-11-27
99-1917,"Norm Scully",Detective,3,S03E19,ARSON,"STATEN  ISLAND","UNDER INVESTIGATION",9,86,58,71775,37,,2014-08-23
99-1918,"Norm Scully",Detective,1,S01E16,VANDALISME,BROOKLYN,"COLD CASE",3,15,64.2,95385,41,,2016-04-16
99-1919,"Raymond Holt",Captain,4,S04E04,"DRUG POSESSION","STATEN  ISLAND","COLD CASE",46,39,62.8,94901,31,,2017-03-31
99-1920,"Michael Hitchcock",Detective,1,S01E09,BURGLERY,MANHATTAN,CLOSED,29,54,33.5,NULL,26,,2018-11-15
99-1921,"Rosa Diaz",Detective,6,S06E15,"DRUG POSESSION","STATEN  ISLAND","UNDER INVESTIGATION",23,90,27.4,NULL,23,,2015-12-15
99-1922,"Jake Peralta",Detective,1,S01E18,ARSON,MANHATTAN,OPEN,46,35,34.8,NULL,37,"The squad has arrived",2020-07-26
99-1926,"Norm Scully",Detective,7,S07E17,MURDER,BRONX,"UNDER INVESTIGATION",39,36,74,77126,27,,2013-05-30
99-1928,"Amy Santiago",Detective,1,S01E10,"DRUG  POSSESSION",BRONX,DISMISSED,16,7,24,97062,30,"Halloween Heist Champion",2014-10-19
99-1930,NULL,NULL,7,S07E22,ARSON,MANHATTAN,CLOSED,34,34,42.7,99603,62,,2014-04-07
99-1932,"Gina Linetti",Administrator,5,S05E20,ASSAULT,BRONX,OPEN,6,49,41.5,81776,53,,2018-07-13
99-1935,NULL,Detective,2,S02E07,ASSAULT,MANHATTAN,CLOSED,36,2,53.9,NULL,43,,2014-05-23
99-1936,"Amy Santiago",Detective,4,S04E11,MURDER,MANHATTAN,"UNDER INVESTIGATION",11,13,21.2,NULL,27,"The squad has arrived",2018-04-27
99-1937,"Gina Linetti",Administrator,3,S03E14,ASSAULT,QUEENS,OPEN,2,17,56.2,98187,17,,2016-07-13
99-1938,"Terry Jeffords",Sergeant,7,S07E10,ARSON,BRONX,DISMISSED,48,52,67.7,87050,19,,NULL
99-1939,"Terry Jeffords",Sergeant,6,S06E21,"DRUG POSSESSION",QUEENS,CLOSED,7,97,70,66044,66,,2020-11-22
99-1940,"Terry Jeffords",Sergeant,7,S07E20,"GRAND LARCENY",MANHATTAN,"IN PROGRESS",42,2,36.1,NULL,68,,NULL
99-1941,"Raymond Holt",Captain,5,S05E05,ASSAULT,MANHATTAN,DISMISSED,15,47,62.6,55203,36,Nine-Nine!,NULL
99-1942,"Charles Boyle",Detective,1,S01E13,"GRAND LARCENY",MANHATTAN,ONGOING,34,93,31.9,105007,56,,2015-01-04
99-1943,NULL,Detective,7,S07E07,STALKING,BRONX,OPEN,0,55,54.5,113966,50,Nine-Nine!,2017-07-25
99-1944,"Norm Scully",Detective,7,S07E05,"GRAND LARCENY",BROOKLYN,OPEN,6,44,20.1,0,28,,2020-09-24
99-1947,"Norm Scully",Detective,5,S05E12,MURDER,MANHATTAN,"COLD CASE",38,24,69.1,86169,64,,2019-07-30
99-1948,"Amy Santiago",Detective,7,S07E15,"GRAND LARCENY",MANHATTAN,CLOSED,25,50,36.7,117240,55,,2019-07-14
99-1950,"Terry Jeffords",Sergeant,5,S05E10,"GRAND LARCENY",MANHATTAN,OPEN,32,87,33.9,0,20,"I want to go to there",2019-12-01
99-1951,"Amy Santiago",Detective,6,S06E18,ROBBERY,"STATEN  ISLAND",OPEN,37,59,32.2,59801,68,,2013-07-22
99-1953,NULL,NULL,8,S08E06,ASSAULT,MANHATTAN,CLOSED,6,92,36.7,56593,46,,2016-10-11
99-1954,"Amy Santiago",Detective,1,S01E12,ROBERRY,MANHATTAN,DISMISSED,0,16,55.9,107835,28,"I am a human person",2021-12-19
99-1955,"Gina Linetti",Administrator,5,S05E01,VANDALISME,BRONX,CLOSED,38,38,80,102976,62,,2017-04-22
99-1958,"Terry Jeffords",Sergeant,7,S07E17,STALKING,MANHATTAN,"COLD CASE",48,42,60.5,NULL,34,,2014-10-08
99-1959,"Rosa Diaz",Detective,5,S05E04,"DRUG POSSESSION",BRONX,"COLD CASE",10,21,43.1,91133,29,"Halloween Heist Champion",2017-09-20
99-1960,"Raymond Holt",Captain,5,S05E22,FRAUD,MANHATTAN,OPEN,25,51,58.4,NULL,67,"Title of your sex tape",2018-07-21
99-1963,"Rosa Diaz",Detective,7,S07E07,VANDALISM,BROOKLYN,"COLD CASE",46,38,27.7,105203,23,,2017-10-10
99-1964,"Terry Jeffords",Sergeant,4,S04E20,BURGLARY,MANHATTAN,"COLD CASE",16,5,49.1,85425,50,"Get that bread",2020-06-16
99-1965,"Gina Linetti",Administrator,3,S03E10,ASSAULT,"STATEN  ISLAND",CLOSED,29,36,57,60793,67,,2019-09-17
99-1966,"Gina Linetti",Administrator,2,S02E16,ROBBERY,BROOKLYN,"UNDER INVESTIGATION",46,16,54.5,74125,38,,2021-08-13
99-1968,"Raymond Holt",Captain,5,S05E16,"GRAND LARCENY",QUEENS,OPEN,45,75,52.4,NULL,75,,2013-04-29
99-1969,"Rosa Diaz",Detective,4,S04E18,"GRAND LARCENY",MANHATTAN,"COLD CASE",36,8,44.5,97157,49,"The squad has arrived",2020-07-20
99-1971,"Amy Santiago",Detective,3,S03E23,BURGLARY,QUEENS,CLOSED,3,97,50.5,59707,54,"Halloween Heist Champion",2014-10-01
99-1972,"Terry Jeffords",Sergeant,4,S04E20,VANDALISM,"STATEN  ISLAND",OPEN,45,38,36.8,57025,35,Bingpot!,2018-02-19
99-1974,"Norm Scully",Detective,8,S08E15,"GRAND LARCENY",BROOKLYN,DISMISSED,8,13,34.1,0,43,,NULL
99-1976,NULL,Detective,2,S02E14,MURDER,"STATEN  ISLAND","COLD CASE",35,95,47.8,96751,15,,2014-07-09
99-1977,"Charles Boyle",Detective,7,S07E07,"DRUG POSESSION",MANHATTAN,CLOSED,32,12,79.7,NULL,51,"I am a human person",2018-11-19
99-1978,"Terry Jeffords",Sergeant,3,S03E17,ARSON,BRONX,CLOSED,23,33,42.1,60418,49,,2021-07-30
99-1979,"Raymond Holt",Captain,3,S03E20,ARSON,MANHATTAN,ONGOING,11,76,37.7,96298,54,"Halloween Heist Champion",2017-01-17
99-1980,"Rosa Diaz",Detective,5,S05E04,BURGLARY,BRONX,OPEN,5,33,33.3,NULL,75,"Cool cool cool cool cool",2017-04-20
99-1981,"Norm Scully",Detective,6,S06E02,ARSON,QUEENS,"COLD CASE",22,11,34.2,NULL,43,,NULL
99-1983,"Norm Scully",Detective,4,S04E22,MURDER,BRONX,CLOSED,28,44,79.9,NULL,25,"Get that bread",2018-07-04
99-1984,"Norm Scully",Detective,7,S07E11,BURGLARY,BROOKLYN,"COLD CASE",49,13,79.4,117398,32,,2019-03-28
99-1985,"Michael Hitchcock",Sergeant,4,S04E14,BURGLARY,BROOKLYN,"COLD CASE",48,42,79.9,91893,61,,2018-06-04
99-1987,"Raymond Holt",Captain,8,S08E07,BURGLARY,QUEENS,"COLD CASE",29,68,75.9,86860,65,,2015-03-21
99-1989,"Charles Boyle",Detective,4,S04E11,FRAUD,BROOKLYN,"COLD CASE",5,9,58.6,83901,25,,NULL
99-1990,"Norm Scully",Detective,6,S06E20,ASSAULT,BROOKLYN,"IN PROGRESS",22,45,42.9,NULL,23,,2019-06-02
99-1993,"Michael Hitchcock",Sergeant,7,S07E03,"DRUG POSESSION",MANHATTAN,"COLD CASE",2,27,24.7,57466,41,,2014-08-13
99-1994,"Amy Santiago",Detective,7,S07E02,FRAUD,BRONX,"COLD CASE",41,99,55,NULL,69,"Cool cool cool cool cool",2018-01-23
99-1998,"Jake Peralta",Detective,7,S07E22,ARSON,BROOKLYN,CLOSED,48,22,27.5,NULL,72,"Title of your sex tape",2016-05-26
